3, 500, 21.67, 9.46, 21.67, 9.46, 'PK6OXA,ATQZ98,EVNKYU', 307, 401, 21, 66, 100, 5, 1, 14, 32, 1
3, 500, 135.0, 94.26, 135.0, 94.26, 'ZSN599,WU9L5H,C7Q8RT', 309, 397, 25, 64, 89, 8, 4, 12, 30, 25
3, 500, 17.0, 1.63, 17.0, 1.63, '5QCWXV,0FB3JO,G4BIH1', 293, 406, 22, 71, 102, 14, 1, 21, 19, 1
3, 500, 34.0, 23.42, 34.0, 23.42, 'LMGBF3,BPBZHW,P3HEI2', 308, 400, 25, 62, 98, 8, 2, 12, 23, 9
3, 500, 130.33, 123.37, 130.33, 123.37, 'B4IW56,ONIN0S,G713D7', 292, 378, 23, 72, 87, 10, 5, 8, 22, 19
3, 500, 69.33, 38.72, 69.33, 38.72, '7ZWUY8,2ZQII6,CJICY1', 307, 378, 12, 62, 91, 5, 2, 15, 26, 9
3, 500, 69.67, 31.44, 69.67, 31.44, 'HVTTZT,SZA0IN,5JS5FB', 295, 387, 17, 72, 110, 5, 7, 16, 34, 7
3, 500, 67.0, 14.17, 67.0, 14.17, 'H891X4,6CB1RB,1OLXHT', 294, 415, 11, 75, 102, 15, 3, 21, 13, 8
3, 500, 33.33, 4.78, 33.33, 4.78, 'YZU2R5,V3WG32,LENHRI', 294, 391, 19, 80, 95, 5, 5, 21, 22, 1
3, 500, 37.0, 6.53, 37.0, 6.53, 'SUV5KA,30P59W,PDY1VV', 298, 398, 19, 71, 93, 5, 3, 22, 50, 6
3, 500, 213.33, 207.98, 213.33, 207.98, 'X1IOCC,3KJV0D,ES31SA', 298, 369, 17, 80, 89, 11, 1, 12, 29, 28
3, 500, 110.67, 57.02, 110.67, 57.02, '7A97K1,VFLYEU,18IUY5', 285, 389, 19, 38, 101, 12, 4, 10, 5, 28
3, 500, 73.33, 42.05, 73.33, 42.05, '8VCEWS,O6EHD6,HWEQ5P', 304, 397, 17, 60, 89, 8, 4, 16, 27, 2
3, 500, 192.33, 36.55, 192.33, 36.55, 'HBVNUL,B8UBOS,10IOCY', 305, 373, 18, 66, 100, 13, 2, 15, 21, 23
3, 500, 8.0, 0.0, 8.0, 0.0, '9SSC94,292ZBO,D6Z062', 293, 386, 20, 62, 108, 20, 1, 12, 5, 1
3, 500, 158.67, 59.25, 158.67, 59.25, 'EUFKRM,24SMX4,PYP1UN', 308, 368, 16, 81, 97, 12, 3, 20, 25, 26
3, 500, 298.0, 170.42, 298.0, 170.42, '4QJEKJ,22OIT9,VOE196', 305, 380, 18, 49, 98, 5, 5, 24, 25, 28
3, 500, 37.33, 12.5, 37.33, 12.5, '8MIRS7,3U9Y77,M8KCYI', 303, 391, 26, 74, 92, 6, 7, 8, 31, 1
3, 500, 24.67, 7.72, 24.67, 7.72, 'A619YZ,ETZIUI,IZ9NAW', 295, 402, 10, 64, 97, 13, 2, 16, 26, 3
3, 500, 30.33, 3.4, 30.33, 3.4, 'U0127A,VJ7PP3,YOM8ED', 305, 388, 23, 64, 101, 5, 3, 13, 24, 1
3, 500, 70.33, 8.18, 70.33, 8.18, 'RQGVLE,DYYI0T,GR7T3P', 287, 405, 22, 63, 112, 5, 1, 7, 19, 13
3, 500, 54.33, 21.64, 54.33, 21.64, 'RIAREK,3UKLSG,8QTJAC', 322, 394, 19, 58, 87, 14, 5, 15, 25, 12
3, 500, 20.67, 4.03, 20.67, 4.03, 'QTI266,ULXMPN,5ZPJ4V', 293, 376, 22, 76, 106, 5, 1, 10, 24, 10
3, 500, 29.67, 8.5, 29.67, 8.5, 'W4L55M,97QDRS,Q2QLFV', 302, 386, 25, 76, 102, 5, 1, 16, 26, 12
3, 500, 12.67, 5.44, 12.67, 5.44, 'BJGZ6M,MJW3D9,GUOGKP', 291, 386, 27, 71, 96, 14, 5, 19, 11, 10
3, 500, 23.33, 6.55, 23.33, 6.55, 'N621JB,WGRIRN,J6Z0JX', 304, 384, 17, 84, 98, 13, 2, 13, 25, 5
3, 500, 41.33, 21.67, 41.33, 21.67, 'EC0GO8,B4BA7W,STIM78', 312, 438, 16, 71, 101, 9, 1, 17, 25, 31
3, 500, 22.67, 6.34, 22.67, 6.34, 'KAVMM1,9PAA9H,0ZXHAJ', 298, 375, 27, 88, 96.80000000000001, 16, 1, 16, 28, 6
3, 500, 142.0, 86.91, 142.0, 86.91, 'TJBZNU,8F90K6,2JSDSN', 298, 388, 21, 71, 108, 5, 5, 9, 17, 15
3, 500, 18.67, 7.41, 18.67, 7.41, 'TEJEYP,IZB912,4EKKLH', 297, 386, 16, 59, 115, 13, 4, 12, 4, 7
3, 500, 14.33, 2.87, 14.33, 2.87, 'FD6E6R,3S7OYT,RUI6I4', 290, 422, 22, 51, 113, 11, 1, 16, 18, 12
3, 500, 37.0, 13.59, 37.0, 13.59, '5YUZDS,CQ7KT2,KVP3VE', 282, 398, 17, 102, 112.2, 9, 1, 15, 26, 1
3, 500, 22.67, 8.18, 22.67, 8.18, '313MSH,CK64KE,3XY9N5', 318, 432, 22, 64, 107, 6, 1, 18, 19, 7
3, 500, 68.67, 68.83, 68.67, 68.83, '44TGVP,N228A1,OTM6Q5', 299, 410, 22, 56, 105, 8, 8, 12, 14, 19
3, 500, 43.0, 28.28, 43.0, 28.28, 'UXU7IF,27QEXQ,DBKWCP', 307, 404, 28, 59, 102, 11, 5, 20, 48, 6
3, 500, 58.33, 27.01, 58.33, 27.01, 'ZVXNON,UU6ZMC,DG6VE8', 304, 379, 18, 64, 87, 5, 2, 12, 26, 14
3, 500, 54.33, 37.95, 54.33, 37.95, 'K31IGK,KEPAVX,WLW3K2', 324, 396, 13, 84, 108, 9, 5, 26, 15, 3
3, 500, 28.0, 2.94, 28.0, 2.94, 'PX0XYJ,UYVSY4,KPUE27', 287, 413, 21, 69, 126, 13, 4, 17, 40, 3
3, 500, 32.33, 21.7, 32.33, 21.7, 'H3PM0E,77ZTTP,N24ZA2', 274, 430, 20, 73, 93, 12, 2, 8, 24, 11
3, 500, 30.67, 4.03, 30.67, 4.03, '5R41MR,UWZAFX,90AE48', 297, 393, 16, 65, 98, 6, 2, 26, 23, 1
3, 500, 61.67, 50.11, 61.67, 50.11, 'AJBIII,NRUGTG,HGMXFL', 298, 398, 17, 65, 103, 15, 4, 26, 30, 8
3, 500, 15.0, 3.27, 15.0, 3.27, 'PCP4SF,UGF7LY,F48GXN', 315, 408, 26, 73, 114, 5, 1, 6, 14, 7
3, 500, 46.67, 33.72, 46.67, 33.72, '0HX23U,NPWF5S,2CXLE0', 312, 379, 18, 106, 116.60000000000001, 5, 8, 27, 34, 1
3, 500, 30.67, 5.91, 30.67, 5.91, '3EJI9O,3F58BO,IXEULG', 298, 400, 20, 49, 95, 8, 4, 18, 37, 1
3, 500, 191.0, 215.19, 191.0, 215.19, 'GSO2EN,K5DA2V,1YTP4E', 309, 418, 16, 76, 108, 9, 1, 20, 22, 20
3, 500, 224.0, 195.84, 224.0, 195.84, '3YHWZW,B1FZYC,52IJQN', 306, 374, 15, 71, 94, 5, 6, 16, 13, 37
3, 500, 63.0, 20.99, 63.0, 20.99, 'OHQEVB,UFB1GY,6KXQNK', 294, 406, 20, 59, 87, 12, 4, 23, 21, 23
3, 500, 19.0, 5.66, 19.0, 5.66, 'FZVRWQ,Z0T8ZJ,JLLW0A', 295, 420, 20, 58, 98, 7, 1, 11, 28, 12
3, 500, 217.67, 117.67, 217.67, 117.67, '8JZMGU,TZ6YB2,UH1LSO', 319, 422, 19, 70, 106, 10, 4, 13, 44, 14
3, 500, 75.33, 24.78, 75.33, 24.78, '4DDHTU,B1HBPE,R60YHL', 279, 389, 10, 74, 100, 6, 3, 19, 23, 7
3, 500, 68.67, 58.2, 68.67, 58.2, 'G89HG2,4K5SG2,GP37WT', 314, 409, 15, 65, 104, 7, 1, 9, 10, 17
3, 500, 20.67, 2.05, 20.67, 2.05, 'JNPKNI,EM2DLP,JOL7UN', 306, 398, 23, 92, 113, 6, 4, 18, 13, 5
3, 500, 24.67, 4.64, 24.67, 4.64, 'E2E3R2,25GUSD,ZFK9UI', 276, 382, 22, 79, 102, 12, 5, 19, 32, 9
3, 500, 178.33, 16.36, 178.33, 16.36, 'POUG71,3BU7RO,A5MN9M', 309, 408, 19, 87, 102, 11, 4, 12, 8, 9
3, 500, 171.0, 116.58, 171.0, 116.58, 'FFZ2GS,B6AT8F,XGVVWI', 305, 416, 15, 68, 110, 5, 8, 16, 18, 20
3, 500, 52.67, 41.06, 52.67, 41.06, 'CJ3SQZ,8NGOOX,P2YJ07', 305, 404, 15, 75, 96, 13, 3, 20, 33, 1
3, 500, 17.67, 2.05, 17.67, 2.05, 'R1AOF2,S40RZK,M33DJX', 295, 443, 24, 68, 99, 10, 2, 17, 11, 5
3, 500, 235.67, 190.73, 235.67, 190.73, '1Y8G9D,UTR89W,VBXQ8Q', 290, 414, 13, 65, 99, 5, 3, 10, 22, 16
3, 500, 19.0, 2.16, 19.0, 2.16, '23Q9E5,Y7BHII,1RJJ3O', 322, 400, 31, 68, 92, 8, 2, 24, 34, 7
3, 500, 28.33, 2.62, 28.33, 2.62, 'HZ7702,QW6YX3,X9E6SJ', 289, 414, 17, 91, 100.10000000000001, 16, 1, 22, 26, 11
3, 500, 23.33, 5.73, 23.33, 5.73, 'U8XO1Z,1KNPSG,KP12OL', 292, 403, 21, 74, 101, 9, 1, 13, 39, 8
3, 500, 29.33, 9.88, 29.33, 9.88, 'KI2TCH,FRPIFW,BFLTJE', 283, 402, 26, 64, 97, 5, 3, 26, 46, 12
3, 500, 49.33, 9.84, 49.33, 9.84, 'IXXQTA,PYLK2I,ISSUV6', 301, 409, 18, 80, 88.0, 5, 1, 14, 33, 8
3, 500, 182.33, 224.67, 182.33, 224.67, '3ZBACL,3SGI4W,Q8MY25', 288, 409, 16, 82, 96, 8, 1, 13, 7, 19
3, 500, 260.33, 170.07, 260.33, 170.07, 'HLJZYQ,EQCYNG,77C5KK', 292, 371, 12, 73, 84, 5, 7, 5, 30, 13
3, 500, 66.67, 49.27, 66.67, 49.27, '8SLBZK,B5LMXN,1X09MF', 310, 414, 19, 68, 99, 14, 2, 14, 27, 19
3, 500, 50.0, 19.8, 50.0, 19.8, '3P6XRN,RL89RD,XEL8JN', 292, 416, 21, 72, 105, 19, 2, 17, 28, 28
3, 500, 131.33, 86.68, 131.33, 86.68, 'RDL5C2,0ONKGR,JFHIOS', 294, 397, 17, 86, 108, 9, 7, 15, 4, 24
3, 500, 53.33, 51.55, 53.33, 51.55, 'AH7HFO,5X8VWF,I39VUX', 315, 406, 24, 66, 110, 17, 6, 13, 19, 16
3, 500, 21.67, 3.3, 21.67, 3.3, 'GZGP4L,V3ZF23,HYX6AB', 297, 387, 23, 72, 113, 5, 1, 16, 20, 9
